Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Exit Type
2023-05-01 04:13:00,28536.2,2023-05-01 04:16:00,28524.9,3538.74,3484.67,26.34,26.33,-54.07,-1.53,Signal Exit
2023-05-01 04:20:00,28505.6,2023-05-01 04:21:00,28486.8,3484.67,3430.53,25.94,25.92,-54.14,-1.55,Signal Exit
2023-05-01 04:22:00,28488.4,2023-05-01 04:26:00,28493.6,3430.53,3380.07,25.54,25.54,-50.46,-1.47,Signal Exit
2023-05-01 04:28:00,28510.8,2023-05-01 04:33:00,28515.3,3380.07,3330.27,25.16,25.17,-49.8,-1.47,Signal Exit
2023-05-01 04:36:00,28478.8,2023-05-01 04:37:00,28471.2,3330.27,3279.81,24.79,24.78,-50.46,-1.52,Signal Exit
2023-05-01 04:40:00,28498.4,2023-05-01 04:41:00,28489.9,3279.81,3230.02,24.42,24.41,-49.79,-1.52,Signal Exit
2023-05-01 04:42:00,28488.9,2023-05-01 04:43:00,28467.8,3230.02,3179.57,24.04,24.03,-50.45,-1.56,Signal Exit
2023-05-01 04:48:00,28487.5,2023-05-01 04:49:00,28496.1,3179.57,3133.18,23.67,23.68,-46.39,-1.46,Signal Exit
2023-05-01 05:01:00,28505.2,2023-05-01 05:02:00,28518.4,3133.18,3087.96,23.32,23.33,-45.22,-1.44,Signal Exit
2023-05-01 05:30:00,28495.9,2023-05-01 05:31:00,28505.0,3087.96,3042.96,22.99,22.99,-45.0,-1.46,Signal Exit
2023-05-01 05:33:00,28486.0,2023-05-01 05:59:00,28457.8,3042.96,2994.69,22.65,22.63,-48.27,-1.59,Signal Exit
2023-05-01 06:01:00,28447.4,2023-05-01 06:07:00,28461.8,2994.69,2951.59,22.29,22.3,-43.09,-1.44,Signal Exit
2023-05-01 06:11:00,28466.6,2023-05-01 06:13:00,28471.4,2951.59,2908.14,21.97,21.98,-43.45,-1.47,Signal Exit
2023-05-01 06:20:00,28468.0,2023-05-01 06:25:00,28462.8,2908.14,2864.32,21.65,21.64,-43.82,-1.51,Signal Exit
2023-05-01 16:26:00,28051.0,2023-05-01 16:27:00,28096.0,2864.32,2826.2,21.32,21.36,-38.12,-1.33,Signal Exit
2023-05-01 19:12:00,28059.4,2023-05-01 19:14:00,27997.0,2826.2,2777.93,21.04,20.99,-48.27,-1.71,Signal Exit
2023-05-01 19:15:00,27856.3,2023-05-01 21:34:00,28001.8,2777.93,2750.87,20.68,20.79,-27.07,-0.97,Signal Exit
2023-05-01 21:37:00,27947.8,2023-05-01 21:57:00,27984.9,2750.87,2713.51,20.48,20.51,-37.36,-1.36,Signal Exit
2023-05-01 21:58:00,27952.6,2023-05-01 22:16:00,28003.9,2713.51,2678.01,20.2,20.24,-35.49,-1.31,Signal Exit
2023-05-01 22:20:00,27959.4,2023-05-01 22:39:00,27990.7,2678.01,2641.1,19.94,19.96,-36.92,-1.38,Signal Exit
2023-05-01 22:40:00,28052.2,2023-05-01 22:41:00,28095.2,2641.1,2605.76,19.66,19.69,-35.33,-1.34,Signal Exit
2023-05-01 22:45:00,28008.3,2023-05-01 22:46:00,28016.4,2605.76,2567.71,19.4,19.4,-38.05,-1.46,Signal Exit
2023-05-01 22:50:00,27957.8,2023-05-01 22:52:00,27976.6,2567.71,2531.18,19.11,19.13,-36.53,-1.42,Signal Exit
2023-05-01 23:02:00,28041.5,2023-05-01 23:03:00,28039.3,2531.18,2493.3,18.84,18.84,-37.88,-1.5,Signal Exit
2023-05-01 23:59:00,28042.8,2023-05-02 00:02:00,27989.7,2493.3,2451.53,18.56,18.53,-41.77,-1.68,Signal Exit
2023-05-02 00:03:00,27977.2,2023-05-02 00:42:00,28088.4,2451.53,2424.63,18.25,18.32,-26.9,-1.1,Signal Exit
2023-05-02 00:49:00,28060.9,2023-05-02 07:14:00,28042.1,2424.63,2386.93,18.05,18.04,-37.7,-1.55,Signal Exit
2023-05-02 07:19:00,28041.2,2023-05-02 07:27:00,28077.8,2386.93,2354.46,17.77,17.79,-32.47,-1.36,Signal Exit
2023-05-02 07:29:00,28047.2,2023-05-02 07:30:00,28041.4,2354.46,2318.93,17.53,17.52,-35.53,-1.51,Signal Exit
2023-05-02 07:31:00,28029.6,2023-05-02 07:33:00,28021.9,2318.93,2283.78,17.26,17.26,-35.15,-1.52,Signal Exit
2023-05-02 07:34:00,28012.8,2023-05-02 07:47:00,28020.8,2283.78,2250.42,17.0,17.01,-33.36,-1.46,Signal Exit
2023-05-02 07:49:00,27987.6,2023-05-02 07:58:00,28019.1,2250.42,2219.41,16.75,16.77,-31.01,-1.38,Signal Exit
2023-05-02 08:05:00,28058.4,2023-05-02 08:06:00,28071.3,2219.41,2187.37,16.52,16.53,-32.04,-1.44,Signal Exit
2023-05-02 08:50:00,28011.7,2023-05-02 09:17:00,28012.8,2187.37,2154.89,16.28,16.28,-32.48,-1.48,Signal Exit
2023-05-02 09:18:00,28002.5,2023-05-02 11:11:00,28014.5,2154.89,2123.71,16.04,16.05,-31.17,-1.45,Signal Exit
2023-05-02 11:12:00,28003.1,2023-05-02 11:19:00,28018.7,2123.71,2093.26,15.81,15.82,-30.45,-1.43,Signal Exit
2023-05-02 11:21:00,28054.3,2023-05-02 11:26:00,28045.8,2093.26,2061.47,15.58,15.58,-31.79,-1.52,Signal Exit
2023-05-02 12:00:00,28057.3,2023-05-02 12:01:00,28043.4,2061.47,2029.77,15.35,15.34,-31.7,-1.54,Signal Exit
2023-05-02 12:03:00,28050.3,2023-05-02 12:04:00,28044.0,2029.77,1999.1,15.11,15.11,-30.67,-1.51,Signal Exit
2023-05-02 12:25:00,27983.0,2023-05-02 12:26:00,28003.1,1999.1,1970.75,14.88,14.89,-28.35,-1.42,Signal Exit
2023-05-12 14:58:00,26303.1,2023-05-12 14:59:00,26297.3,1970.75,1940.99,14.67,14.67,-29.77,-1.51,Signal Exit
2023-05-12 15:27:00,26295.6,2023-05-12 15:30:00,26305.3,1940.99,1912.79,14.45,14.45,-28.19,-1.45,Signal Exit
2023-05-12 15:31:00,26304.0,2023-05-12 15:33:00,26313.2,1912.79,1884.97,14.24,14.24,-27.82,-1.45,Signal Exit
2023-05-12 15:34:00,26306.9,2023-05-12 15:41:00,26287.5,1884.97,1855.54,14.03,14.02,-29.43,-1.56,Signal Exit
2023-05-12 15:42:00,26281.4,2023-05-12 15:44:00,26281.7,1855.54,1827.93,13.81,13.81,-27.61,-1.49,Signal Exit
2023-05-12 15:47:00,26300.6,2023-05-12 15:52:00,26282.1,1827.93,1799.45,13.61,13.6,-28.48,-1.56,Signal Exit
2023-05-12 15:57:00,26293.4,2023-05-12 15:58:00,26287.4,1799.45,1772.26,13.4,13.39,-27.2,-1.51,Signal Exit
2023-05-12 16:03:00,26266.8,2023-05-12 16:14:00,26291.4,1772.26,1747.51,13.19,13.21,-24.75,-1.4,Signal Exit
2023-05-12 16:16:00,26312.7,2023-05-12 21:11:00,26676.4,1747.51,1745.28,13.01,13.19,-2.22,-0.13,Signal Exit
2023-05-22 04:28:00,26650.4,2023-05-22 06:17:00,26777.2,1745.28,1727.48,12.99,13.05,-17.8,-1.02,Signal Exit
2023-05-22 08:38:00,26826.2,2023-05-22 08:42:00,26830.2,1727.48,1702.01,12.86,12.86,-25.47,-1.47,Signal Exit
2023-05-22 08:54:00,26813.4,2023-05-23 02:58:00,27099.6,1702.01,1694.57,12.67,12.81,-7.44,-0.44,Signal Exit
2023-05-24 03:09:00,27063.3,2023-05-24 22:18:00,26356.8,1694.57,1625.76,12.61,12.29,-68.81,-4.06,Signal Exit
2023-05-24 22:20:00,26361.8,2023-05-24 22:21:00,26353.1,1625.76,1601.03,12.1,12.1,-24.73,-1.52,Signal Exit
2023-05-24 22:23:00,26346.8,2023-05-24 22:26:00,26322.3,1601.03,1575.73,11.92,11.91,-25.3,-1.58,Signal Exit
2023-05-24 22:28:00,26315.6,2023-05-24 22:33:00,26315.1,1575.73,1552.24,11.73,11.73,-23.49,-1.49,Signal Exit
2023-05-24 22:36:00,26305.3,2023-05-24 22:42:00,26306.7,1552.24,1529.21,11.56,11.56,-23.03,-1.48,Signal Exit
2023-05-24 22:47:00,26315.6,2023-05-24 22:48:00,26313.5,1529.21,1506.32,11.38,11.38,-22.89,-1.5,Signal Exit
2023-05-24 23:28:00,26297.5,2023-05-24 23:35:00,26321.2,1506.32,1485.23,11.21,11.22,-21.09,-1.4,Signal Exit
2023-05-24 23:50:00,26310.8,2023-05-24 23:52:00,26309.7,1485.23,1463.06,11.06,11.06,-22.17,-1.49,Signal Exit
2023-05-24 23:53:00,26303.2,2023-05-25 00:03:00,26322.0,1463.06,1442.3,10.89,10.9,-20.75,-1.42,Signal Exit
2023-05-25 00:04:00,26320.4,2023-05-25 00:05:00,26308.3,1442.3,1420.18,10.74,10.73,-22.13,-1.53,Signal Exit
2023-05-25 00:06:00,26306.0,2023-05-25 00:08:00,26331.9,1420.18,1400.41,10.57,10.58,-19.77,-1.39,Signal Exit
2023-05-25 00:11:00,26314.5,2023-05-25 00:12:00,26317.1,1400.41,1379.7,10.42,10.43,-20.71,-1.48,Signal Exit
2023-05-25 00:15:00,26312.2,2023-05-25 05:23:00,26221.9,1379.7,1354.49,10.27,10.24,-25.21,-1.83,Signal Exit
2023-05-25 05:31:00,26228.5,2023-05-25 05:33:00,26231.5,1354.49,1334.48,10.08,10.08,-20.01,-1.48,Signal Exit
2023-05-25 05:38:00,26191.3,2023-05-25 05:57:00,26231.5,1334.48,1316.63,9.93,9.95,-17.85,-1.34,Signal Exit
2023-05-25 05:58:00,26225.0,2023-05-25 06:00:00,26236.8,1316.63,1297.61,9.8,9.81,-19.02,-1.44,Signal Exit
2023-05-25 06:01:00,26236.6,2023-05-25 09:06:00,26205.8,1297.61,1276.79,9.66,9.65,-20.82,-1.6,Signal Exit
2023-05-25 09:07:00,26190.3,2023-05-25 09:12:00,26212.2,1276.79,1258.83,9.5,9.51,-17.96,-1.41,Signal Exit
2023-05-25 09:17:00,26193.4,2023-05-25 09:19:00,26216.0,1258.83,1241.16,9.37,9.38,-17.67,-1.4,Signal Exit
2023-05-25 09:23:00,26204.2,2023-05-25 09:24:00,26200.8,1241.16,1222.52,9.24,9.24,-18.64,-1.5,Signal Exit
2023-05-25 09:43:00,26218.9,2023-05-25 09:44:00,26219.4,1222.52,1204.34,9.1,9.1,-18.18,-1.49,Signal Exit
2023-05-25 09:47:00,26224.1,2023-05-25 09:50:00,26218.5,1204.34,1186.16,8.97,8.96,-18.18,-1.51,Signal Exit
2023-05-25 09:51:00,26221.9,2023-05-25 09:56:00,26224.6,1186.16,1168.62,8.83,8.83,-17.54,-1.48,Signal Exit
2023-05-25 10:02:00,26226.2,2023-05-25 10:03:00,26222.7,1168.62,1151.07,8.7,8.7,-17.55,-1.5,Signal Exit
2023-05-25 10:06:00,26215.4,2023-05-25 10:14:00,26206.3,1151.07,1133.54,8.57,8.57,-17.53,-1.52,Signal Exit
2023-05-25 10:28:00,26218.2,2023-05-25 10:29:00,26229.4,1133.54,1117.14,8.44,8.44,-16.4,-1.45,Signal Exit
2023-05-25 15:28:00,26245.4,2023-05-25 16:20:00,26252.8,1117.14,1100.82,8.32,8.32,-16.32,-1.46,Signal Exit
2023-05-25 16:24:00,26236.5,2023-05-25 17:00:00,26262.2,1100.82,1085.49,8.19,8.2,-15.33,-1.39,Signal Exit
2023-05-25 17:01:00,26265.7,2023-05-25 17:18:00,26267.7,1085.49,1069.41,8.08,8.08,-16.08,-1.48,Signal Exit
2023-05-25 17:19:00,26248.4,2023-05-25 17:26:00,26293.0,1069.41,1055.28,7.96,7.97,-14.13,-1.32,Signal Exit
2023-05-25 17:30:00,26324.6,2023-05-25 17:50:00,26337.3,1055.28,1040.07,7.86,7.86,-15.21,-1.44,Signal Exit
2023-05-25 17:53:00,26340.0,2023-05-25 18:00:00,26362.4,1040.07,1025.45,7.74,7.75,-14.61,-1.41,Signal Exit
2023-05-25 18:02:00,26335.2,2023-05-25 18:19:00,26358.6,1025.45,1011.08,7.63,7.64,-14.37,-1.4,Signal Exit
2023-05-25 18:20:00,26353.7,2023-05-25 18:21:00,26359.8,1011.08,996.26,7.53,7.53,-14.82,-1.47,Signal Exit
2023-05-25 18:24:00,26340.6,2023-05-25 18:26:00,26347.4,996.26,981.68,7.42,7.42,-14.58,-1.46,Signal Exit
2023-05-25 18:27:00,26346.4,2023-05-25 18:29:00,26367.8,981.68,967.85,7.31,7.31,-13.83,-1.41,Signal Exit
2023-05-25 18:32:00,26340.8,2023-05-25 19:05:00,26359.6,967.85,954.12,7.2,7.21,-13.73,-1.42,Signal Exit
2023-05-25 19:09:00,26408.9,2023-05-25 19:10:00,26531.1,954.12,944.27,7.1,7.14,-9.86,-1.03,Signal Exit
2023-05-25 19:17:00,26465.7,2023-05-25 19:19:00,26467.8,944.27,930.28,7.03,7.03,-13.98,-1.48,Signal Exit
2023-05-25 19:20:00,26497.8,2023-05-25 19:24:00,26502.6,930.28,916.6,6.93,6.93,-13.68,-1.47,Signal Exit
2023-05-25 19:26:00,26477.6,2023-05-25 19:29:00,26468.1,916.6,902.63,6.82,6.82,-13.97,-1.52,Signal Exit
2023-05-25 19:38:00,26412.2,2023-05-25 19:41:00,26399.9,902.63,888.77,6.72,6.72,-13.85,-1.53,Signal Exit
2023-05-25 19:42:00,26418.4,2023-05-25 19:43:00,26420.9,888.77,875.62,6.62,6.62,-13.15,-1.48,Signal Exit
2023-06-12 02:55:00,25756.8,2023-06-12 02:56:00,25745.6,875.62,862.21,6.52,6.52,-13.41,-1.53,Signal Exit
2023-06-12 02:59:00,25745.6,2023-06-12 03:00:00,25736.6,862.21,849.08,6.42,6.42,-13.13,-1.52,Signal Exit
2023-06-12 03:07:00,25750.8,2023-06-12 03:08:00,25770.7,849.08,837.08,6.32,6.33,-12.0,-1.41,Signal Exit
