Entry Time,Entry Price,Exit Time,Exit Price,Investment ($),Exit Value ($),Entry Fees ($),Exit Fees ($),PnL ($),Return (%),Exit Type
2023-05-25 13:49:00,26240.5,2023-05-25 13:50:00,26257.2,6180.94,6092.79,46.01,46.04,-88.15,-1.43,Signal Exit
2023-05-25 15:28:00,26245.4,2023-05-25 16:20:00,26252.8,6092.79,6003.77,45.36,45.37,-89.02,-1.46,Signal Exit
2023-05-25 16:24:00,26236.5,2023-05-25 16:48:00,26247.3,6003.77,5916.82,44.69,44.71,-86.95,-1.45,Signal Exit
2023-05-25 16:54:00,26231.2,2023-05-25 16:56:00,26247.2,5916.82,5832.28,44.05,44.07,-84.54,-1.43,Signal Exit
2023-05-25 16:59:00,26240.4,2023-05-25 17:00:00,26262.2,5832.28,5750.22,43.42,43.45,-82.06,-1.41,Signal Exit
2023-05-25 17:04:00,26238.8,2023-05-25 17:08:00,26247.8,5750.22,5666.55,42.81,42.82,-83.67,-1.46,Signal Exit
2023-05-25 17:09:00,26221.9,2023-05-25 17:17:00,26242.1,5666.55,5586.49,42.18,42.22,-80.07,-1.41,Signal Exit
2023-05-25 17:21:00,26255.8,2023-05-25 18:57:00,26328.9,5586.49,5518.63,41.59,41.7,-67.85,-1.21,Signal Exit
2023-05-25 19:10:00,26531.1,2023-05-25 19:11:00,26554.2,5518.63,5441.2,41.08,41.12,-77.43,-1.4,Signal Exit
2023-05-25 19:12:00,26524.8,2023-05-25 19:23:00,26477.3,5441.2,5350.59,40.51,40.43,-90.61,-1.67,Signal Exit
2023-06-12 03:42:00,25789.2,2023-06-12 06:18:00,25798.8,5350.59,5272.9,39.83,39.85,-77.7,-1.45,Signal Exit
2023-06-12 06:21:00,25792.3,2023-06-12 06:22:00,25795.1,5272.9,5194.95,39.25,39.26,-77.94,-1.48,Signal Exit
2023-06-12 06:23:00,25786.4,2023-06-12 06:25:00,25803.1,5194.95,5120.92,38.67,38.7,-74.03,-1.43,Signal Exit
2023-06-12 07:35:00,25782.1,2023-06-12 08:09:00,25797.0,5120.92,5047.6,38.12,38.14,-73.33,-1.43,Signal Exit
